,Layer,Mult,Pos,Average,Matching,Not Matching
348,32,0.5,-5,0.5837709,0.43265778,0.32971847
349,32,1.0,-5,0.58241034,0.46481922,0.34725407
350,32,-1.0,-10,0.57735366,0.3208215,0.28133756
351,32,-0.5,-10,0.5809257,0.35471892,0.2954789
352,32,-0.1,-10,0.58279264,0.37873757,0.30534783
353,32,0.0,-10,0.5831409,0.38425878,0.307647
354,32,0.1,-10,0.58344877,0.38958672,0.30988503
355,32,0.5,-10,0.5843281,0.4090305,0.31827813
356,32,1.0,-10,0.5847923,0.42951187,0.3277119
357,34,-1.0,-3,0.56121695,0.21967216,0.23214895
358,34,-0.5,-3,0.5815492,0.32076073,0.28013575
359,34,-0.1,-3,0.5841741,0.3753612,0.30305877
360,34,0.0,-3,0.5831409,0.38425878,0.307647
361,34,0.1,-3,0.58182013,0.39174014,0.3119246
362,34,0.5,-3,0.5756425,0.41294873,0.32677954
363,34,1.0,-3,0.56696165,0.43064812,0.34378406
364,34,-1.0,-5,0.5786003,0.2953183,0.26787448
365,34,-0.5,-5,0.5848553,0.3508362,0.29158276
366,34,-0.1,-5,0.5839437,0.37908477,0.30477008
367,34,0.0,-5,0.5831409,0.38425878,0.307647
368,34,0.1,-5,0.5821919,0.3888446,0.31040877
369,34,0.5,-5,0.57741934,0.40284404,0.32068443
370,34,1.0,-5,0.56994176,0.41469616,0.33314797
371,34,-1.0,-10,0.5854321,0.35744405,0.2934351
372,34,-0.5,-10,0.5848163,0.37300918,0.30111533
373,34,-0.1,-10,0.5835379,0.3823024,0.30641484
374,34,0.0,-10,0.5831409,0.38425878,0.307647
375,34,0.1,-10,0.58271945,0.3860866,0.30884767
376,34,0.5,-10,0.58081377,0.39229012,0.31339008
377,34,1.0,-10,0.5779882,0.3981518,0.31871507
378,36,-1.0,-3,0.56842065,0.26968676,0.2560414
379,36,-0.5,-3,0.5854614,0.3450861,0.28761062
380,36,-0.1,-3,0.5851068,0.37911224,0.30379012
381,36,0.0,-3,0.5831409,0.38425878,0.307647
382,36,0.1,-3,0.58072114,0.38850078,0.31150714
383,36,0.5,-3,0.56905603,0.40017307,0.32682297
384,36,1.0,-3,0.55540615,0.4100257,0.34444508
385,36,-1.0,-5,0.5808697,0.32270318,0.2803046
386,36,-0.5,-5,0.5866595,0.36209133,0.2951441
387,36,-0.1,-5,0.5844848,0.38091016,0.30510658
388,36,0.0,-5,0.5831409,0.38425878,0.307647
389,36,0.1,-5,0.58155274,0.3871988,0.3102322
390,36,0.5,-5,0.57350385,0.39606065,0.3210496
391,36,1.0,-5,0.5619223,0.40379712,0.33535695
392,36,-1.0,-10,0.5879837,0.3666329,0.29618493
393,36,-0.5,-10,0.5864179,0.37693444,0.30181658
394,36,-0.1,-10,0.58390886,0.38298827,0.30645582
395,36,0.0,-10,0.5831409,0.38425878,0.307647
396,36,0.1,-10,0.5823245,0.3854464,0.3088532
397,36,0.5,-10,0.5786429,0.38950074,0.31383502
398,36,1.0,-10,0.57333654,0.39342266,0.32043472
399,38,-1.0,-3,0.585108,0.30270287,0.28539065
400,38,-0.5,-3,0.59224147,0.35047677,0.29232463
401,38,-0.1,-3,0.5859688,0.3796979,0.30430526
402,38,0.0,-3,0.5831409,0.38425878,0.307647
403,38,0.1,-3,0.5799847,0.38785118,0.31101865
404,38,0.5,-3,0.5657139,0.39484894,0.32406247
405,38,1.0,-3,0.54895574,0.3940644,0.33729976
406,38,-1.0,-5,0.59163564,0.33217514,0.2884304
407,38,-0.5,-5,0.5904862,0.36437127,0.29715547
408,38,-0.1,-5,0.5849487,0.38118255,0.3054775
409,38,0.0,-5,0.5831409,0.38425878,0.307647
410,38,0.1,-5,0.5812153,0.3869518,0.3098318
411,38,0.5,-5,0.57274073,0.3945576,0.31856063
412,38,1.0,-5,0.5615546,0.39888814,0.32899097
413,38,-1.0,-10,0.5910606,0.36890996,0.2984133
414,38,-0.5,-10,0.5876798,0.37738174,0.30263475
415,38,-0.1,-10,0.58412534,0.38301113,0.3065927
416,38,0.0,-10,0.5831409,0.38425878,0.307647
417,38,0.1,-10,0.5821231,0.3854434,0.30872467
418,38,0.5,-10,0.5777512,0.3895685,0.31323773
419,38,1.0,-10,0.5717367,0.3934261,0.31925085
420,40,-1.0,-3,0.61530197,0.38265213,0.2824501
421,40,-0.5,-3,0.60009265,0.3834862,0.29624125
422,40,-0.1,-3,0.58636457,0.3841952,0.30555394
423,40,0.0,-3,0.5831409,0.38425878,0.307647
424,40,0.1,-3,0.58002687,0.38419014,0.30964458
425,40,0.5,-3,0.56876427,0.381938,0.3163633
426,40,1.0,-3,0.5576835,0.37138405,0.3194059
427,40,-1.0,-5,0.60314226,0.38833866,0.29741925
428,40,-0.5,-5,0.5930899,0.38602534,0.30273184
429,40,-0.1,-5,0.5850766,0.38460183,0.3066884
430,40,0.0,-5,0.5831409,0.38425878,0.307647
431,40,0.1,-5,0.58123624,0.38390163,0.30859554
432,40,0.5,-5,0.5739471,0.3821641,0.31224942
433,40,1.0,-5,0.5656813,0.37865397,0.31611502
434,40,-1.0,-10,0.5932707,0.38758472,0.3033079
435,40,-0.5,-10,0.58814985,0.38578674,0.30546716
436,40,-0.1,-10,0.58413386,0.38455147,0.30720666
437,40,0.0,-10,0.5831409,0.38425878,0.307647
438,40,0.1,-10,0.5821538,0.38397065,0.30808932
439,40,0.5,-10,0.57824427,0.38281533,0.30988467
440,40,1.0,-10,0.5734467,0.38126433,0.31216958
441,42,-1.0,-3,0.58982444,0.39116448,0.308747
442,42,-0.5,-3,0.58476764,0.38669118,0.30981314
443,42,-0.1,-3,0.58332354,0.3845226,0.30810094
444,42,0.0,-3,0.5831409,0.38425878,0.307647
445,42,0.1,-3,0.58295405,0.38407773,0.30726072
446,42,0.5,-3,0.581681,0.3841673,0.30686772
447,42,1.0,-3,0.57857513,0.38440904,0.3086781
448,42,-1.0,-5,0.587029,0.3862588,0.30824563
449,42,-0.5,-5,0.58449745,0.3847976,0.30832824
450,42,-0.1,-5,0.58336073,0.38431442,0.3077944
451,42,0.0,-5,0.5831409,0.38425878,0.307647
452,42,0.1,-5,0.58292997,0.38422638,0.30751315
453,42,0.5,-5,0.5820385,0.3843558,0.3072585
454,42,1.0,-5,0.5805644,0.3851621,0.30785304
455,42,-1.0,-10,0.58402586,0.38398534,0.30870607
456,42,-0.5,-10,0.58355075,0.38415104,0.30820313
457,42,-0.1,-10,0.5832236,0.3842425,0.30775538
458,42,0.0,-10,0.5831409,0.38425878,0.307647
459,42,0.1,-10,0.5830566,0.3842726,0.30754247
460,42,0.5,-10,0.58267367,0.38430637,0.3071903
461,42,1.0,-10,0.58205146,0.38434687,0.30696163
462,44,-1.0,-3,0.5773883,0.38200885,0.32035506
463,44,-0.5,-3,0.5812361,0.38224563,0.31197774
464,44,-0.1,-3,0.5829123,0.3838017,0.30816695
465,44,0.0,-3,0.5831409,0.38425878,0.307647
466,44,0.1,-3,0.5832867,0.38479504,0.307313
467,44,0.5,-3,0.5830624,0.38801208,0.30779076
468,44,1.0,-3,0.5814383,0.39231506,0.31083965
469,44,-1.0,-5,0.5801511,0.3794606,0.3125028
470,44,-0.5,-5,0.58204657,0.38197976,0.30937007
471,44,-0.1,-5,0.5829887,0.38380024,0.30786857
472,44,0.0,-5,0.5831409,0.38425878,0.307647
473,44,0.1,-5,0.5832616,0.3847352,0.30748945
474,44,0.5,-5,0.58341694,0.3869377,0.30752328
475,44,1.0,-5,0.5829815,0.3904105,0.30889663
476,44,-1.0,-10,0.582163,0.3814497,0.30911353
477,44,-0.5,-10,0.58275473,0.38289914,0.30820325
478,44,-0.1,-10,0.58308005,0.3839878,0.30772886
479,44,0.0,-10,0.5831409,0.38425878,0.307647
480,44,0.1,-10,0.58319443,0.38453117,0.30758047
481,44,0.5,-10,0.58332974,0.3856596,0.30746722
482,44,1.0,-10,0.5833271,0.38720617,0.30767566
483,46,-1.0,-3,0.5770314,0.37339315,0.30930573
484,46,-0.5,-3,0.58217555,0.37529397,0.30617782
485,46,-0.1,-3,0.5831343,0.38229355,0.3071244
486,46,0.0,-3,0.5831409,0.38425878,0.307647
487,46,0.1,-3,0.5830664,0.3862144,0.30826667
488,46,0.5,-3,0.5821413,0.39342135,0.31145865
489,46,1.0,-3,0.58026415,0.39791492,0.31519303
490,46,-1.0,-5,0.5817293,0.3747048,0.30624917
491,46,-0.5,-5,0.5828808,0.37863007,0.3063419
492,46,-0.1,-5,0.58314764,0.38308656,0.30730858
493,46,0.0,-5,0.5831409,0.38425878,0.307647
494,46,0.1,-5,0.5831075,0.38543567,0.30802125
495,46,0.5,-5,0.5827258,0.39006004,0.30983058
496,46,1.0,-5,0.5818518,0.39514443,0.31250677
497,46,-1.0,-10,0.58295023,0.3787016,0.30631712
498,46,-0.5,-10,0.58313227,0.38137376,0.3068592
499,46,-0.1,-10,0.5831531,0.38367447,0.30747098
500,46,0.0,-10,0.5831409,0.38425878,0.307647
501,46,0.1,-10,0.5831232,0.38484555,0.30783132
502,46,0.5,-10,0.5829901,0.3871931,0.3086517
503,46,1.0,-10,0.58270115,0.39006522,0.30983663
504,48,-1.0,-3,0.54548955,0.33597207,0.3032178
505,48,-0.5,-3,0.575802,0.36354366,0.3011968
506,48,-0.1,-3,0.5825064,0.38045076,0.3061756
507,48,0.0,-3,0.5831409,0.38425878,0.307647
508,48,0.1,-3,0.58352333,0.3878179,0.3091366
509,48,0.5,-3,0.58353496,0.39878792,0.3145539
510,48,1.0,-3,0.5820135,0.3998487,0.31712145
511,48,-1.0,-5,0.5724981,0.36008057,0.30093184
512,48,-0.5,-5,0.5801274,0.37268418,0.3036517
513,48,-0.1,-5,0.58277506,0.38205406,0.30679718
514,48,0.0,-5,0.5831409,0.38425878,0.307647
515,48,0.1,-5,0.58341753,0.38638565,0.30850694
516,48,0.5,-5,0.58385533,0.39392108,0.31188744
517,48,1.0,-5,0.5835058,0.4003923,0.31539178
518,48,-1.0,-10,0.5801376,0.37266812,0.3036191
519,48,-0.5,-10,0.5820324,0.37861744,0.3055457
520,48,-0.1,-10,0.58297133,0.38316396,0.30721772
521,48,0.0,-10,0.5831409,0.38425878,0.307647
522,48,0.1,-10,0.58328897,0.38533482,0.30807865
523,48,0.5,-10,0.58368933,0.38942108,0.30980676
524,48,1.0,-10,0.5838523,0.3939462,0.31189954
525,50,-1.0,-3,0.56143725,0.34513298,0.30154
526,50,-0.5,-3,0.573535,0.36431396,0.30598697
527,50,-0.1,-3,0.58193904,0.3807328,0.30719852
528,50,0.0,-3,0.5831409,0.38425878,0.307647
529,50,0.1,-3,0.584067,0.38746244,0.30815387
530,50,0.5,-3,0.5859765,0.39675742,0.31020603
531,50,1.0,-3,0.5862505,0.3958029,0.30978018
532,50,-1.0,-5,0.5707782,0.360504,0.3058232
533,50,-0.5,-5,0.578462,0.37294474,0.3065848
534,50,-0.1,-5,0.5824473,0.38218564,0.30738166
535,50,0.0,-5,0.5831409,0.38425878,0.307647
536,50,0.1,-5,0.583736,0.38622025,0.30793515
537,50,0.5,-5,0.58534867,0.39288688,0.30919492
538,50,1.0,-5,0.58625066,0.39815176,0.3105032
539,50,-1.0,-10,0.57847404,0.37293136,0.30659285
540,50,-0.5,-10,0.5811977,0.37887257,0.30703697
541,50,-0.1,-10,0.58280677,0.3832331,0.30751252
542,50,0.0,-10,0.5831409,0.38425878,0.307647
543,50,0.1,-10,0.58345073,0.38525617,0.30778754
544,50,0.5,-10,0.58447087,0.3889561,0.30839166
545,50,1.0,-10,0.5853606,0.39290947,0.30917764
546,52,-1.0,-3,0.5724711,0.36464456,0.3059886
547,52,-0.5,-3,0.57407373,0.3681547,0.30754626
548,52,-0.1,-3,0.58174336,0.3808391,0.30730224
549,52,0.0,-3,0.5831409,0.38425878,0.307647
550,52,0.1,-3,0.584264,0.387551,0.3081422
551,52,0.5,-3,0.58645034,0.3978502,0.31092766
552,52,1.0,-3,0.5857194,0.39491677,0.3116786
553,52,-1.0,-5,0.57230043,0.3663599,0.30805606
554,52,-0.5,-5,0.57815135,0.3741436,0.3072072
555,52,-0.1,-5,0.5823323,0.38222957,0.30743426
556,52,0.0,-5,0.5831409,0.38425878,0.307647
557,52,0.1,-5,0.58385015,0.38624474,0.307916
558,52,0.5,-5,0.58577704,0.3934046,0.3094109
559,52,1.0,-5,0.58656085,0.3992702,0.31153327
560,52,-1.0,-10,0.578135,0.37419996,0.30729434
561,52,-0.5,-10,0.5809237,0.37918147,0.30727008
562,52,-0.1,-10,0.5827469,0.3832537,0.3075416
563,52,0.0,-10,0.5831409,0.38425878,0.307647
564,52,0.1,-10,0.58351016,0.38525227,0.30776647
565,52,0.5,-10,0.5847464,0.38907212,0.3083702
566,52,1.0,-10,0.5858016,0.3933388,0.3093306
567,54,-1.0,-3,0.57891846,0.3560506,0.29229453
568,54,-0.5,-3,0.5791759,0.36722124,0.30137697
569,54,-0.1,-3,0.5825983,0.3813971,0.3066293
570,54,0.0,-3,0.5831409,0.38425878,0.307647
571,54,0.1,-3,0.58351195,0.38665184,0.30856073
572,54,0.5,-3,0.58359563,0.39116025,0.3111816
573,54,1.0,-3,0.5815578,0.377796,0.30873182
574,54,-1.0,-5,0.5784031,0.36464256,0.30024794
575,54,-0.5,-5,0.5810249,0.3747393,0.30434912
576,54,-0.1,-5,0.5828353,0.38262317,0.3070701
577,54,0.0,-5,0.5831409,0.38425878,0.307647
578,54,0.1,-5,0.5833852,0.3857307,0.3081884
579,54,0.5,-5,0.58379966,0.38988635,0.31002712
580,54,1.0,-5,0.5833304,0.39068916,0.31136265
581,54,-1.0,-10,0.5810078,0.37488955,0.3044698
582,54,-0.5,-10,0.58224905,0.37996277,0.30619186
583,54,-0.1,-10,0.5829949,0.38347772,0.30737478
584,54,0.0,-10,0.5831409,0.38425878,0.307647
585,54,0.1,-10,0.58327353,0.38500038,0.3079093
586,54,0.5,-10,0.5836487,0.3875343,0.30888012
587,54,1.0,-10,0.58381605,0.38971633,0.30991027
588,56,-1.0,-3,0.57335716,0.3551046,0.29651797
589,56,-0.5,-3,0.5787056,0.36867836,0.30278033
590,56,-0.1,-3,0.5825421,0.38163066,0.30680436
591,56,0.0,-3,0.5831409,0.38425878,0.307647
592,56,0.1,-3,0.58358485,0.3864832,0.30842382
593,56,0.5,-3,0.5840352,0.39037365,0.31058225
594,56,1.0,-3,0.58233786,0.37487164,0.30718783
595,56,-1.0,-5,0.5773717,0.36580423,0.3019783
596,56,-0.5,-5,0.5808125,0.37556553,0.3050615
597,56,-0.1,-5,0.58279157,0.38274693,0.3071717
598,56,0.0,-5,0.5831409,0.38425878,0.307647
599,56,0.1,-5,0.5834346,0.38562775,0.30809963
600,56,0.5,-5,0.58407885,0.38945645,0.30964676
601,56,1.0,-5,0.58389544,0.3896264,0.3105992
602,56,-1.0,-10,0.58072525,0.37565586,0.30520418
603,56,-0.5,-10,0.58211845,0.3802868,0.30648866
604,56,-0.1,-10,0.5829666,0.38352916,0.30742496
605,56,0.0,-10,0.5831409,0.38425878,0.307647
606,56,0.1,-10,0.58330095,0.38495144,0.3078635
607,56,0.5,-10,0.58379984,0.38733637,0.3086716
608,56,1.0,-10,0.58413225,0.38935292,0.3095237
609,58,-1.0,-3,0.5698933,0.32523677,0.28419504
610,58,-0.5,-3,0.57818884,0.36049935,0.2990178
611,58,-0.1,-3,0.58252734,0.38070914,0.3062887
612,58,0.0,-3,0.5831409,0.38425878,0.307647
613,58,0.1,-3,0.5835707,0.38716707,0.308859
614,58,0.5,-3,0.5836269,0.39165413,0.31207198
615,58,1.0,-3,0.58072317,0.37042075,0.30810395
616,58,-1.0,-5,0.57639575,0.35417747,0.29690576
617,58,-0.5,-5,0.58063126,0.37180462,0.3031854
618,58,-0.1,-5,0.582777,0.38220924,0.30687106
619,58,0.0,-5,0.5831409,0.38425878,0.307647
620,58,0.1,-5,0.5834375,0.3860778,0.3083717
621,58,0.5,-5,0.5839854,0.39092618,0.31073976
622,58,1.0,-5,0.58339673,0.3905651,0.3121685
623,58,-1.0,-10,0.58061284,0.37184823,0.30323088
624,58,-0.5,-10,0.5820923,0.37873775,0.30562988
625,58,-0.1,-10,0.5829653,0.38326696,0.3072707
626,58,0.0,-10,0.5831409,0.38425878,0.307647
627,58,0.1,-10,0.5833,0.38519272,0.30801034
628,58,0.5,-10,0.58377045,0.3883367,0.30933544
629,58,1.0,-10,0.5840095,0.39087236,0.310682
630,60,-1.0,-3,0.56681025,0.33338502,0.2889479
631,60,-0.5,-3,0.5761963,0.3617834,0.29992414
632,60,-0.1,-3,0.58209693,0.38081187,0.30641055
633,60,0.0,-3,0.5831409,0.38425878,0.307647
634,60,0.1,-3,0.58397794,0.38705662,0.3087521
635,60,0.5,-3,0.5852301,0.39059466,0.31168735
636,60,1.0,-3,0.58304286,0.36902264,0.30837777
637,60,-1.0,-5,0.57427955,0.3560471,0.29799598
638,60,-0.5,-5,0.57939214,0.37216556,0.3035413
639,60,-0.1,-5,0.58252925,0.38225564,0.30692756
640,60,0.0,-5,0.5831409,0.38425878,0.307647
641,60,0.1,-5,0.5836783,0.38602772,0.3083194
642,60,0.5,-5,0.5850546,0.3905236,0.31052673
643,60,1.0,-5,0.5851305,0.38924062,0.31187448
644,60,-1.0,-10,0.5793831,0.37220025,0.30357665
645,60,-0.5,-10,0.58146954,0.37885612,0.3057764
646,60,-0.1,-10,0.582843,0.38328838,0.3072969
647,60,0.0,-10,0.5831409,0.38425878,0.307647
648,60,0.1,-10,0.58342135,0.38517135,0.3079848
649,60,0.5,-10,0.58434725,0.3882029,0.309221
650,60,1.0,-10,0.5850719,0.39049485,0.31048602
651,62,-1.0,-3,0.5643002,0.33296144,0.29725802
652,62,-0.5,-3,0.5751244,0.36297262,0.30265117
653,62,-0.1,-3,0.58176833,0.38105035,0.30685687
654,62,0.0,-3,0.5831409,0.38425878,0.307647
655,62,0.1,-3,0.5843764,0.3867347,0.30825517
656,62,0.5,-3,0.5877663,0.3870521,0.3080316
657,62,1.0,-3,0.5887341,0.36024296,0.29860452
658,62,-1.0,-5,0.5731323,0.35764977,0.3017203
659,62,-0.5,-5,0.57862794,0.37293312,0.30497956
660,62,-0.1,-5,0.58232737,0.38242573,0.3072093
661,62,0.0,-5,0.5831409,0.38425878,0.307647
662,62,0.1,-5,0.58390486,0.38582802,0.30802065
663,62,0.5,-5,0.5864148,0.38896787,0.30868828
664,62,1.0,-5,0.5882698,0.38416192,0.30695507
665,62,-1.0,-10,0.578631,0.372974,0.304997
666,62,-0.5,-10,0.5810206,0.37925407,0.30645764
667,62,-0.1,-10,0.58274055,0.3833772,0.3074373
668,62,0.0,-10,0.5831409,0.38425878,0.307647
669,62,0.1,-10,0.5835293,0.38507503,0.3078408
670,62,0.5,-10,0.58495045,0.387617,0.3084327
671,62,1.0,-10,0.5864131,0.38894024,0.30867478
672,63,-1.0,-3,0.59425753,0.30061588,0.26432028
673,63,-0.5,-3,0.5894421,0.3604574,0.29408073
674,63,-0.1,-3,0.5844668,0.3839342,0.3068431
675,63,0.0,-3,0.5831409,0.38425878,0.307647
676,63,0.1,-3,0.5817995,0.3818447,0.30720896
677,63,0.5,-3,0.57639843,0.34414044,0.29127684
678,63,1.0,-3,0.56991655,0.2594806,0.2441107
679,63,-1.0,-5,0.5905594,0.3503836,0.28910974
680,63,-0.5,-5,0.5870378,0.3760797,0.30209965
681,63,-0.1,-5,0.583939,0.3843786,0.3073045
682,63,0.0,-5,0.5831409,0.38425878,0.307647
683,63,0.1,-5,0.58233786,0.38315174,0.30754182
684,63,0.5,-5,0.5790941,0.36834046,0.3021488
685,63,1.0,-5,0.57506704,0.32897443,0.2838166
686,63,-1.0,-10,0.5870378,0.3760797,0.30209965
687,63,-0.5,-10,0.585121,0.38281953,0.30602148
688,63,-0.1,-10,0.583541,0.3844392,0.30752957
689,63,0.0,-10,0.5831409,0.38425878,0.307647
690,63,0.1,-10,0.5827399,0.38383093,0.30765224
691,63,0.5,-10,0.5811238,0.37955788,0.30648446
692,63,1.0,-10,0.5790941,0.36834046,0.3021488
